,User_id,First_Name,Last_Name,Address,Age,Gender,Rehabilitation,Pet_intimacy,category_name,Pet_Name,log_count,com_count,avg_loading,sum_duration,Zipcode,Country,Country_abbrev,Continent,User_satisfication
124,125,Hayden,Durgan,"320 Kautzer Trafficway Suite 815
East Monserrate, NY 03114",15,2,2,0.6363636363636365,'Bulldog',Bria,0.5833333333333334,0.25,0.4320802822934302,0.7308151093439365,03114, Lithuania,LT,EU,5.908371022699479
125,126,Hollis,Gottlieb,"69726 Van Unions
New Laurianne, ME 18303-5425",59,2,1,0.404040404040404,'Shi-ba-inu',Ernie,0.16666666666666666,0.25,0.5711893446468272,0.147117296222664,18303, Ireland,IE,EU,4.6470322669112205
126,127,Emilie,Cremin,"02560 Macejkovic Prairie
Malikaborough, VA 36724-3653",16,1,2,0.5151515151515151,'Shi-ba-inu',Gust,0.3333333333333333,0.4166666666666667,0.46036877638852064,0.14155069582504967,36724, Mexico,MX,NA,3.1250564081735677
127,128,Danielle,Bernier,"658 Armstrong Manors
Port Dominic, AK 47171",34,1,1,0.8383838383838385,'Poodle',Dulce,0.4166666666666667,0.25,0.5540396108266874,0.26878727634194827,47171, Mexico,MX,NA,6.050905887911653
128,129,Adrien,Hauck,"9443 Keeling Club
Emiliaside, KS 26660-4147",46,2,1,0.10101010101010101,'Maltese',Darren,0.4166666666666667,0.3333333333333333,0.4908356619821731,0.5192842942345925,26660, Finland,FI,EU,6.335649606597311
129,130,Constantin,Armstrong,"131 Chaya Cove Apt. 525
Erickhaven, WY 50152",68,2,1,0.7373737373737375,'Bulldog',Blaise,0.3333333333333333,0.16666666666666666,0.4501499173924572,0.2894632206759443,50152, Lithuania,LT,EU,5.6787098708033055
130,131,Ola,Jaskolski,"92943 Schneider Forks
New Adrianville, NE 78138-6205",42,2,1,0.030303030303030307,'Bulldog',Burdette,0.4166666666666667,0.4166666666666667,0.4445387235604871,0.3960238568588469,78138, United States,US,NA,5.808937181298905
131,132,Sebastian,Lakin,"56328 Trey Burg
Kuphalside, IN 98528",53,1,1,0.47474747474747475,'Golden Retriever',Milton,0.5,0.5,0.5314663348767006,0.3773359840954274,98528, United States,US,NA,6.515557746005886
132,133,Duncan,Corkery,"038 Blick Squares
Joannyberg, AL 87075-3169",49,2,2,0.7777777777777778,'Poodle',Camren,0.3333333333333333,0.5,0.5689783180696352,0.2508946322067594,87075, Italy,IT,EU,4.017001291341117
133,134,Krystel,Smith,"63125 Howe Union Apt. 770
Schroederville, LA 43610-3823",38,1,1,0.7575757575757576,'Golden Retriever',Casey,0.3333333333333333,0.25,0.49646317335345835,0.3335984095427435,43610, United States,US,NA,6.005099235766856
134,135,Duncan,Nader,"3139 Reynolds Prairie
New Zolaview, NY 12654-2709",85,2,1,0.30303030303030304,'Bulldog',Leopoldo,0.16666666666666666,0.3333333333333333,0.47924205029881495,0.18767395626242542,12654, Egypt,EG,AF,4.699634845045486
135,136,Ayla,Ratke,"034 Kohler Grove
West Cameronmouth, OH 52911",88,2,1,0.494949494949495,'Shi-ba-inu',Ahmed,0.16666666666666666,0.4166666666666667,0.5541579129867216,0.19443339960238568,52911, Ukraine,UA,EU,5.076841006345759
136,137,Nigel,Williamson,"7301 Kaylee Mountain Apt. 208
Lake Timothy, PA 01381-2920",77,2,2,0.050505050505050504,'Bulldog',Vidal,0.8333333333333334,0.25,0.4959736471740062,0.7920477137176939,01381, Poland,PL,EU,6.131336219216498
137,138,Hollis,Pfannerstill,"313 Alfred Estate Suite 874
Williamsonview, TX 44862",41,2,2,0.15151515151515152,'Golden Retriever',Uriel,0.25,0.3333333333333333,0.5931160381014543,0.2111332007952286,44862, Ukraine,UA,EU,2.922497326130854
138,139,Hayley,Grady,"599 Delia Ways
South Rosa, SC 52061-3676",54,1,2,0.7474747474747475,'Bulldog',Margarita,0.3333333333333333,0.75,0.6377649050523181,0.16421471172962226,52061, Ukraine,UA,EU,3.9587651661122214
139,140,Marian,Cormier,"428 Wisoky Circles
Weissnatburgh, DE 04000",25,2,1,0.25252525252525254,'Maltese',Karine,0.25,0.16666666666666666,0.5682379097232138,0.20874751491053678,04000, France,FR,EU,4.82241988855728
140,141,Caleb,Berge,"47433 Kenyatta Villages
Lake Brockport, NV 74245",73,1,1,0.6363636363636365,'Bulldog',Brian,0.25,0.4166666666666667,0.5742937565015196,0.22942345924453278,74245, Germany,DE,EU,5.545017896509954
141,142,Ralph,Funk,"7736 Wellington Flat Suite 381
Anabellebury, WA 57712",71,2,2,0.3737373737373737,'Maltese',Fritz,0.0,0.3333333333333333,0.0,0.022266401590457258,57712, Indonesia,ID,AS,1.296136313432536
142,143,Chauncey,Kirlin,"480 White Light
Lloydville, ND 64519-1198",68,1,2,0.6262626262626263,'Poodle',Cara,0.3333333333333333,0.25,0.5883941501621556,0.3435387673956262,64519, Germany,DE,EU,4.005478512673953
143,144,Marcelo,Rau,"608 Lionel Glens
East Emilyberg, CT 76786-2289",41,1,2,0.3434343434343434,'Bulldog',Maude,0.25,0.5,0.5326432373998001,0.3821073558648111,76786, Italy,IT,EU,3.9045070042933885
144,145,Wellington,Pagac,"19013 Samara Fort
West Antoneport, MA 53685",61,2,1,0.08080808080808081,'Bulldog',Lauryn,0.5,0.25,0.4125930609664063,0.4982107355864811,53685, United Kingdom,GB,EU,6.236244084120413
145,146,Arno,West,"70711 Dach Road
New Sallytown, VT 55886-7502",46,1,1,0.45454545454545453,'German Shepherd',Jaylan,0.08333333333333333,0.08333333333333333,0.47684541171191386,0.1709741550695825,55886, Mexico,MX,NA,4.365287486535699
146,147,Dejon,Cole,"9336 Konopelski Mall Suite 452
O'Haraburgh, GA 59346",47,1,2,0.98989898989899,'German Shepherd',Jacinto,0.5,0.16666666666666666,0.4553837681277664,0.36779324055666,59346, Ukraine,UA,EU,4.5831223869200635
147,148,Kevin,Stamm,"868 Nitzsche Ridge Suite 679
Minamouth, WY 79607-8951",61,1,2,0.15151515151515152,'Shi-ba-inu',Isidro,0.16666666666666666,0.16666666666666666,0.522032757460175,0.09145129224652088,79607, United States,US,NA,2.03935307796141
148,149,Lily,Sporer,"8884 Urban Tunnel
Nienowport, IA 23008",63,1,1,0.7272727272727273,'Golden Retriever',Jacinthe,0.16666666666666666,0.75,0.563101964223795,0.21351888667992047,23008, South Korea,KR,AS,5.727783571549539
149,150,Keegan,Ritchie,"79447 Tracey Forges Suite 939
North Alanis, NE 04706",41,2,1,0.0202020202020202,'Bulldog',Jacinto,0.0,0.16666666666666666,0.3354539335468212,0.02107355864811133,04706, United States,US,NA,3.106616855007953
150,151,Edgardo,Breitenberg,"094 Jerde Club Apt. 830
Dameontown, WV 97384-4675",19,1,2,0.5656565656565656,'German Shepherd',Beaulah,0.3333333333333333,0.8333333333333334,0.5641238501234014,0.34910536779324053,97384, United States,US,NA,4.526201886952929
151,152,Herminio,Hamill,"088 Little Spur Apt. 241
Hyattfurt, CA 21512",43,2,2,0.0,'Poodle',Leanne,0.5833333333333334,0.08333333333333333,0.4120872172476391,0.37375745526838966,21512, Egypt,EG,AF,3.657117038321198
152,153,Reta,Schulist,"5888 Walsh Throughway
West Mathewhaven, FL 43905-7752",71,1,2,0.7272727272727273,'Shi-ba-inu',Enos,0.16666666666666666,0.3333333333333333,0.5236502335447815,0.22385685884691847,43905, United States,US,NA,3.3130170628718494
153,154,Kip,Heaney,"314 Schinner Crossroad Suite 382
Toneyberg, CT 38442",46,2,1,0.787878787878788,'Shi-ba-inu',Eleanora,0.3333333333333333,0.0,0.502916760152569,0.458051689860835,38442, Germany,DE,EU,6.289668974141364
154,155,Ruben,Bradtke,"4218 Lavon Gateway
Stammmouth, RI 71928-9566",90,1,1,0.7272727272727273,'Bulldog',Vada,0.75,0.3333333333333333,0.5073571705386828,0.5411530815109344,71928, Brazil,BR,SA,7.732575557188481
155,156,Julius,Schneider,"09354 Parker Path
Yostport, AR 92337-9503",50,2,1,0.9393939393939394,'Maltese',Judge,0.5833333333333334,0.4166666666666667,0.41317437330450574,0.30417495029821073,92337, United States,US,NA,6.652601447224622
156,157,Deontae,Kunze,"58720 Morar Points
Minahaven, NM 18836-0355",39,1,2,0.8282828282828284,'Shi-ba-inu',Jonatan,0.0,0.0,0.2969180247618659,0.05765407554671968,18836, Finland,FI,EU,1.855817155231573
157,158,Marco,Frami,"11958 Angeline Islands
Ornfurt, DC 70447-0365",87,2,2,0.21212121212121213,'Bulldog',Candido,0.6666666666666666,0.4166666666666667,0.5260509515165114,0.5904572564612326,70447, United States,US,NA,5.350001189482654
158,159,Leonard,Barrows,"3905 Eric Common Apt. 108
Lake Virginie, UT 93663",47,1,2,0.1717171717171717,'Golden Retriever',Earnestine,0.16666666666666666,0.25,0.45780488302364003,0.13001988071570575,93663, Argentina,AR,SA,2.2329349109369683
159,160,Cassandra,Robel,"20064 Leannon Ridge Suite 680
South Justice, LA 63650",28,2,2,0.8080808080808081,'German Shepherd',Landen,0.25,0.0,0.45521447365737255,0.36023856858846914,63650, France,FR,EU,3.7042495560920576
161,162,Gregory,Bins,"4505 Hoeger Walk
Anastaciomouth, NE 63729-8763",45,2,2,0.898989898989899,'Poodle',Melany,0.5,0.4166666666666667,0.49513533359169437,0.5399602385685885,63729, Mexico,MX,NA,5.4706328535226145
162,163,Cody,Skiles,"334 Skiles Center
Port Elenorastad, CO 86344",55,1,1,0.9292929292929294,'German Shepherd',Ursula,0.25,0.3333333333333333,0.5888204458767617,0.20357852882703775,86344, South Africa,ZA,AF,5.665760823811175
163,164,Loma,Kuhic,"266 Gottlieb Prairie Suite 090
Jammietown, MN 89921-1983",22,2,2,0.31313131313131315,'Maltese',Magnus,0.4166666666666667,0.16666666666666666,0.4782466804005956,0.4739562624254473,89921, Portugal,PT,EU,4.187203043233698
164,165,Stacey,Brown,"81063 Flatley Rest
Collinsberg, NV 61028",41,1,1,0.6464646464646465,'Poodle',Seamus,0.3333333333333333,0.4166666666666667,0.5995614661309074,0.3805168986083499,61028, Ukraine,UA,EU,6.351427040362287
165,166,Prince,Stracke,"7665 Roob Light Apt. 304
Port Lambertfurt, UT 07574-5400",64,2,2,0.6464646464646465,'Golden Retriever',Jocelyn,0.08333333333333333,0.08333333333333333,0.6265935096987375,0.1069582504970179,07574, South Korea,KR,AS,2.450891158151456
166,167,Jeanie,Shields,"758 Kayley Way
Schuppebury, GA 60924",81,2,1,0.6060606060606061,'Maltese',Adolf,0.16666666666666666,0.16666666666666666,0.5523731821241357,0.18528827037773357,60924, United States,US,NA,4.899586869695676
167,168,Emmet,Prosacco,"2128 Trycia Plaza
East Donald, KY 14438",14,1,2,0.7373737373737375,'Poodle',Ernestine,0.08333333333333333,0.16666666666666666,0.37611316213515006,0.0536779324055666,14438, Mexico,MX,NA,2.1615319624644873
168,169,Kendall,Friesen,"2568 Brock Springs Suite 820
East Dorothea, ME 17246-7942",46,2,1,0.5858585858585859,'German Shepherd',Mireille,0.16666666666666666,0.16666666666666666,0.5835396822159219,0.2393638170974155,17246, United States,US,NA,5.12685353646417
169,170,Ruben,Powlowski,"474 Jaylin Run
Sidton, RI 55430",56,1,2,0.04040404040404041,'Maltese',Chandler,0.08333333333333333,0.25,0.6706304689252861,0.09622266401590457,55430, France,FR,EU,2.0125918320596115
170,171,Oliver,Mayert,"7847 Bailey View Apt. 938
Abrahamchester, HI 22656-2005",33,2,2,0.2424242424242424,'Maltese',Lori,0.5,0.5833333333333334,0.5082770718175699,0.6238568588469185,22656, United States,US,NA,5.32946208296282
171,172,Birdie,Langosh,"06162 Wiza Valleys Suite 105
Ravenview, MT 16426-0577",69,2,1,0.6262626262626263,'Shi-ba-inu',Howell,0.5,0.0,0.5552430293511739,0.5411530815109344,16426, South Korea,KR,AS,6.846117981657538
172,173,Chadrick,Flatley,"330 Kylie Rest Apt. 234
Lake Hiramstad, DC 54262-3530",75,2,2,0.5050505050505051,'Poodle',Daniella,0.16666666666666666,0.4166666666666667,0.5210639035633426,0.11729622266401592,54262, Canada,CA,NA,2.7452992992699117
173,174,Anabelle,Blanda,"534 Green Field Suite 061
Port Toyville, WI 25544-0333",45,2,1,0.2323232323232323,'Maltese',Darion,0.3333333333333333,0.3333333333333333,0.5177942766230853,0.2671968190854871,25544, South Korea,KR,AS,5.318904785288265
174,175,Tyrique,Ullrich,"945 Ritchie Roads Apt. 028
Adamsshire, NJ 39219",87,2,2,0.9797979797979799,'Golden Retriever',Litzy,0.25,0.4166666666666667,0.5398923042405205,0.28071570576540755,39219, South Korea,KR,AS,4.059219773766798
175,176,Guadalupe,Waters,"90002 Scarlett Extension
Port Monroe, AR 37748",66,2,2,0.6767676767676768,'Bulldog',Nona,0.25,0.16666666666666666,0.6031146103167643,0.3745526838966203,37748, United States,US,NA,3.944759689337589
176,177,Laron,Nitzsche,"8885 Carolina Pines Apt. 153
New Katherinetown, SD 83313",16,1,1,0.22222222222222218,'Maltese',Brenda,0.25,0.5,0.5723254533216391,0.16858846918489065,83313, Germany,DE,EU,4.968901552283425
177,178,Jamie,Roberts,"871 Grant Haven
Kossfurt, NM 50115",25,2,1,0.050505050505050504,'Maltese',Craig,0.5833333333333334,0.4166666666666667,0.4764843861545679,0.5733598409542744,50115, Lithuania,LT,EU,6.9037621338100505
178,179,Trinity,Cummings,"616 Labadie Locks Suite 207
Brentland, WV 35747",33,2,1,0.0707070707070707,'Poodle',Deangelo,0.25,0.4166666666666667,0.5351642972239786,0.15546719681908547,35747, United States,US,NA,4.644406821874058
179,180,Carissa,Smith,"97026 Welch Gardens
Lake Arjun, AZ 99224-6563",27,1,1,0.9797979797979799,'Poodle',Nasir,0.4166666666666667,0.4166666666666667,0.6826891304791237,0.21789264413518886,99224, United States,US,NA,6.284057686817858
180,181,Adelia,Shields,"496 Ullrich Stravenue Suite 758
Schambergerstad, LA 93287-4712",83,2,2,0.21212121212121213,'Maltese',Kris,0.4166666666666667,0.3333333333333333,0.5336814408387216,0.3972166998011928,93287, United States,US,NA,4.001336118831372
181,182,Ayla,Walter,"74833 Antwan Throughway
West Alphonso, MA 22442-0351",17,2,1,0.7676767676767677,'Shi-ba-inu',Pamela,0.25,0.16666666666666666,0.41368633610051603,0.30218687872763417,22442, United States,US,NA,5.556777285354487
182,183,Wyman,Stamm,"8817 Anna Burgs Suite 491
East Taylor, GA 26722-2665",47,1,2,0.31313131313131315,'Shi-ba-inu',Asha,0.4166666666666667,0.5833333333333334,0.44811838374773083,0.3240556660039761,26722, United States,US,NA,3.9741390275616153
183,184,Jovany,Bergnaum,"031 Henri Cliff
Satterfieldhaven, WY 83025",42,2,2,0.7575757575757576,'Shi-ba-inu',Verla,0.08333333333333333,0.5833333333333334,0.4750382442327697,0.08707753479125249,83025, Ukraine,UA,EU,2.8309241409735373
184,185,Rene,Goyette,"44646 Pablo Terrace
North Kaelaview, AL 34435-7119",84,2,2,0.0707070707070707,'Bulldog',Cecile,0.5,0.3333333333333333,0.481340893793216,0.4954274353876739,34435, Turkey,TR,AS,4.367091039384316
185,186,Paula,Kreiger,"64427 Kelly Turnpike Apt. 353
East Cheyannebury, WV 11947-5353",85,1,2,0.31313131313131315,'Maltese',Natasha,0.25,0.3333333333333333,0.39551675607318415,0.3320079522862823,11947, United States,US,NA,3.37001321168296
186,187,Nora,Abernathy,"112 Conroy Rue
Stiedemannfurt, IA 03778",36,1,2,0.010101010101010102,'Golden Retriever',Jo,0.3333333333333333,0.6666666666666666,0.5038264629693843,0.3773359840954274,03778, Spain,ES,EU,3.8566047427854375
187,188,Furman,Hermiston,"0218 Davis Neck
Kingbury, VT 66318-9784",40,2,1,0.686868686868687,'German Shepherd',Rhoda,0.08333333333333333,0.5,0.5305484732902278,0.09343936381709742,66318, Argentina,AR,SA,4.75784128209397
188,189,Annetta,Jenkins,"7786 Howell Route
East Declanhaven, ND 89525-3380",80,1,1,0.30303030303030304,'Poodle',Abdullah,0.3333333333333333,0.3333333333333333,0.5668937524221348,0.5069582504970178,89525, Poland,PL,EU,6.39775705744051
189,190,Sally,Brakus,"31193 Grimes Drive Suite 183
Deckowfurt, VT 02235",83,2,2,0.5656565656565656,'Bulldog',Hope,0.75,0.75,0.5248760886858261,0.5558648111332009,02235, Poland,PL,EU,6.063991898875196
191,192,Susana,Russel,"7074 Wehner Camp
Kihnbury, IL 32049-7272",32,2,2,0.3333333333333333,'Shi-ba-inu',Chanelle,0.25,0.3333333333333333,0.706333244946662,0.3379721669980119,32049, Germany,DE,EU,3.7248885796053766
192,193,Rodolfo,Wiegand,"2254 Fay Flats
Fritzstad, MI 95843",64,1,1,0.0606060606060606,'Poodle',Earlene,0.3333333333333333,0.3333333333333333,0.5895119016052379,0.48389662027833,95843, United States,US,NA,6.085704443324619
193,194,George,Jones,"27488 Hyatt Heights Apt. 843
Port Nathenshire, AL 50848",14,2,2,0.8686868686868686,'Bulldog',Abel,0.3333333333333333,0.5,0.5135007240908072,0.25924453280318094,50848, South Korea,KR,AS,4.085832390657066
194,195,Cesar,Trantow,"9869 Willa Cape Apt. 601
Katelinville, FL 92527-8189",53,1,1,0.26262626262626265,'German Shepherd',Ike,0.4166666666666667,0.16666666666666666,0.5775205499010749,0.20278330019880716,92527, United States,US,NA,5.151280013322566
195,196,Destany,Thompson,"4668 Marta Mill Suite 430
Angelicatown, DC 50766",24,1,1,0.6363636363636365,'Shi-ba-inu',Javon,0.3333333333333333,0.4166666666666667,0.35549799090297185,0.19403578528827037,50766, Canada,CA,NA,5.351338101753024
196,197,Hettie,Schumm,"53683 Abel Brook
Baileyshire, TX 58985-3866",26,1,1,0.0707070707070707,'Bulldog',Dortha,0.25,0.6666666666666666,0.5256185367246619,0.3506958250497018,58985, United Kingdom,GB,EU,5.665775574297206
197,198,Vicky,Stiedemann,"0419 Micheal Springs Apt. 318
West Georgeburgh, GA 51794",90,1,2,0.15151515151515152,'Bulldog',Devyn,0.16666666666666666,0.16666666666666666,0.5922552879025843,0.11848906560636183,51794, South Korea,KR,AS,2.217726701843183
198,199,Waldo,Kling,"4034 Hermiston Port Apt. 403
North Bradport, OK 18602-7868",42,2,2,0.47474747474747475,'Bulldog',Elisabeth,0.4166666666666667,0.5833333333333334,0.5296571277051421,0.425844930417495,18602, United States,US,NA,4.6244509907892635
199,200,Nettie,Klein,"3716 Cathryn Brook
East Santina, NY 38992-6604",12,1,1,0.4646464646464647,'Bulldog',Adolph,0.08333333333333333,0.25,0.6007342892691782,0.10576540755467198,38992, Taiwan,TW,AS,4.405109050800998
200,201,Kelley,Heathcote,"477 Romaguera Street
Jorgeshire, OH 87625",25,2,2,0.4444444444444445,'Golden Retriever',Conor,0.4166666666666667,0.75,0.601115711750668,0.5403578528827038,87625, Estonia,EE,EU,5.290324901059263
201,202,Alexandria,Langworth,"1190 Green Viaduct
East Loyceland, KS 17883",58,2,2,0.2323232323232323,'Maltese',Jayne,0.16666666666666666,0.3333333333333333,0.5081567299651213,0.15029821073558647,17883, South Korea,KR,AS,2.508339471897366
202,203,Antonio,Hegmann,"836 Nicholas Orchard Apt. 139
Huelsstad, NC 61467-7195",60,1,1,0.1414141414141414,'German Shepherd',Aiyana,0.3333333333333333,0.3333333333333333,0.59557998653803,0.31053677932405566,61467, United States,US,NA,5.479141245248394
203,204,Faustino,Rippin,"6608 Corbin Shoal
East Alicehaven, OH 69599-2104",52,1,1,0.9595959595959596,'German Shepherd',Janiya,0.08333333333333333,0.3333333333333333,0.12034185244865075,0.060437375745526836,69599, Brazil,BR,SA,4.321687315026717
204,205,Octavia,Gleichner,"5458 Hyatt Expressway Suite 264
South Jennie, OK 59337-6201",42,2,2,0.8181818181818181,'Maltese',Lilyan,0.4166666666666667,0.16666666666666666,0.4072898606890081,0.2461232604373757,59337, United States,US,NA,3.7099647206203294
205,206,Nya,Witting,"064 Janiya Road
West Alberthamouth, DE 48009",45,1,1,0.35353535353535354,'Bulldog',Ciara,0.3333333333333333,0.16666666666666666,0.5753870316356293,0.34433399602385684,48009, Lithuania,LT,EU,5.639591702599745
206,207,Ruby,Runolfsdottir,"4712 Rhiannon Glen
Bogantown, MT 63250-4817",34,2,2,0.010101010101010102,'Maltese',Nicole,0.25,0.3333333333333333,0.5972566137026537,0.24691848906560634,63250, France,FR,EU,2.928364913399423
207,208,Marcella,Harris,"94475 Coy Pike
Rautown, AZ 97215",26,2,2,0.11111111111111109,'Golden Retriever',Jamal,0.5,0.25,0.4831052277316581,0.4071570576540755,97215, United States,US,NA,3.9728445694590713
208,209,Carley,Muller,"500 Joaquin Burgs Suite 910
East Peter, TX 25536",26,1,1,0.26262626262626265,'Shi-ba-inu',Torrey,0.16666666666666666,0.16666666666666666,0.4387725131050238,0.31451292246520873,25536, South Korea,KR,AS,4.959450465592122
209,210,Lizzie,Rempel,"0359 Evie Stream Apt. 113
Lake Janie, KY 97572",67,2,1,0.4141414141414142,'German Shepherd',Jorge,0.16666666666666666,0.4166666666666667,0.4472678320109328,0.18011928429423457,97572, Ukraine,UA,EU,4.8318863833292856
210,211,Imogene,Mohr,"0061 Rolfson Locks Suite 863
Laishafort, SD 94587-0141",67,2,1,0.3939393939393939,'Shi-ba-inu',Rosemarie,0.5,1.0,0.5196728333367329,0.49025844930417495,94587, United States,US,NA,7.374646024492827
211,212,Trevor,Monahan,"021 Haley Radial Apt. 655
Gregoryfurt, MO 46927",24,2,1,0.0707070707070707,'Shi-ba-inu',Viva,0.5833333333333334,0.4166666666666667,0.5012992840679625,0.7268389662027833,46927, Argentina,AR,SA,7.5626955529195
212,213,Adeline,Marvin,"0742 Samanta Points
Durganchester, AK 76001-1351",14,1,2,0.5050505050505051,'German Shepherd',Keira,0.3333333333333333,0.08333333333333333,0.5174250922960818,0.2345924453280318,76001, United States,US,NA,3.210845378658714
213,214,Hester,Bailey,"3733 Delia Plaza Apt. 826
Alizabury, MS 24519",18,1,1,0.6262626262626263,'Golden Retriever',Amaya,0.08333333333333333,0.3333333333333333,0.5345707467313929,0.10934393638170974,24519, Indonesia,ID,AS,4.598209118520859
214,215,Afton,Stiedemann,"2986 Makenna Cove Suite 525
Berniecechester, CT 35545-5609",70,1,1,0.6363636363636365,'Poodle',Adan,0.16666666666666666,0.6666666666666666,0.3444428580170111,0.18648111332007952,35545, United States,US,NA,5.226730947660966
215,216,Enos,Maggio,"36294 Bartholome Estates Suite 313
West Rene, IA 03453",52,1,2,0.787878787878788,'Golden Retriever',Dallas,0.5833333333333334,0.5,0.480066086034226,0.5829025844930419,03453, United States,US,NA,5.766221878551848
216,217,Dillan,Sporer,"5709 Kerluke Walk Suite 445
East Reyna, VT 03598-6667",66,1,2,0.1616161616161616,'German Shepherd',Jefferey,0.3333333333333333,0.25,0.580278214045322,0.28628230616302186,03598, United States,US,NA,3.3036902669802384
217,218,Chandler,Bartoletti,"080 Liliana Cliffs
North Dollymouth, WV 63623",85,2,2,0.5656565656565656,'Golden Retriever',Ignatius,0.3333333333333333,0.4166666666666667,0.3333958839007078,0.32763419483101386,63623, United States,US,NA,3.7929225622146623
218,219,Marcella,Olson,"280 Nannie Port
Jefffort, OK 89293",27,2,2,0.7575757575757576,'German Shepherd',Mabelle,0.08333333333333333,0.08333333333333333,0.4252065188569564,0.07594433399602386,89293, Germany,DE,EU,2.2365596124168095
219,220,Jonathon,Steuber,"1959 Kihn Row Apt. 518
Sanfordborough, IL 39522-3108",89,1,2,0.5858585858585859,'Golden Retriever',Shaina,0.4166666666666667,0.6666666666666666,0.5192567360841985,0.37495029821073556,39522, Ukraine,UA,EU,4.604916514785727
220,221,Valentine,Kessler,"02592 Leuschke Run
East Lessie, MI 72014",29,1,1,0.04040404040404041,'Poodle',Koby,0.25,0.3333333333333333,0.6117710649234096,0.33479125248508945,72014, Italy,IT,EU,5.324673448601142
221,222,Nelle,Shields,"1151 Violette Ridge
Hauckfort, WA 32392-6757",33,1,1,0.25252525252525254,'Golden Retriever',Rachael,0.16666666666666666,0.3333333333333333,0.5852387459971037,0.21630218687872763,32392, Ukraine,UA,EU,4.8696394127039335
222,223,Patricia,VonRueden,"823 Jeffery Villages Suite 059
New Margret, DE 76492",62,2,1,0.04040404040404041,'Poodle',Keeley,0.3333333333333333,0.4166666666666667,0.4329838660330022,0.410337972166998,76492, United States,US,NA,5.698073128438368
223,224,Marcelle,Frami,"0540 Vince Court Suite 507
North Burley, MA 03220-2091",14,1,1,0.404040404040404,'Maltese',Mary,0.25,0.25,0.5337569094580538,0.32882703777335986,03220, Lithuania,LT,EU,5.503105464591897
224,225,Graham,Hermiston,"0109 Ora Roads
Tillmanton, TN 79387-8903",72,2,1,0.1212121212121212,'Maltese',Jeanie,0.3333333333333333,0.5,0.6648112264670488,0.378131212723658,79387, Italy,IT,EU,5.965214865240469
225,226,Donnell,Shanahan,"5431 Considine Haven
East Gracie, IA 66145",15,2,2,0.8282828282828284,'Golden Retriever',Daren,0.3333333333333333,0.5833333333333334,0.6413425255471475,0.10894632206759444,66145, Lithuania,LT,EU,3.655410642100354
226,227,Frederic,Maggio,"2652 Howell Squares
Okunevaborough, WI 51674-4284",69,2,1,0.888888888888889,'Bulldog',Carmine,0.5,0.08333333333333333,0.6500989250820975,0.3232604373757455,51674, Germany,DE,EU,6.415362896807302
227,228,Wellington,Lebsack,"2131 Batz Stream
West Ellafurt, MA 59167",29,2,2,0.36363636363636365,'German Shepherd',Eugene,0.25,0.5833333333333334,0.4514899953087075,0.2946322067594433,59167, France,FR,EU,3.5769885193161777
228,229,Lacey,Miller,"196 Kuhn Keys Apt. 579
Haleytown, WV 34682",58,1,2,0.31313131313131315,'Maltese',Rosemary,0.25,0.3333333333333333,0.4183307157280682,0.4636182902584493,34682, Turkey,TR,AS,3.9192685232265125
229,230,Fiona,Wisozk,"4281 Ivy Estate
Port Vernachester, TX 13399-6295",73,2,1,0.787878787878788,'Shi-ba-inu',Maudie,0.3333333333333333,0.0,0.5535235686458483,0.2337972166998012,13399, Germany,DE,EU,5.443257889990507
230,231,Isaac,Jenkins,"0374 Raquel Centers Suite 844
Lake Moshemouth, MD 50422",40,1,1,0.42424242424242425,'Bulldog',Rowland,0.25,0.4166666666666667,0.3803659208191405,0.08667992047713718,50422, Lithuania,LT,EU,4.567994693636781
231,232,Trevion,Cremin,"752 Heller Rapids
Port Abigayleshire, IA 14133-0669",51,2,2,0.1919191919191919,'Maltese',Sasha,0.3333333333333333,0.3333333333333333,0.5222795602423155,0.29582504970178924,14133, Sweden,SE,EU,3.3974989509686644
232,233,Rafaela,Douglas,"3915 Leannon Avenue
Port Franzport, ID 53358-4728",83,1,2,0.787878787878788,'Poodle',Jacinto,0.3333333333333333,0.16666666666666666,0.4953535806800335,0.341948310139165,53358, Lithuania,LT,EU,3.9843589424488144
233,234,Lola,VonRueden,"371 Baumbach Falls Apt. 337
North Tessiefurt, ID 59070-3859",14,1,1,0.29292929292929293,'Shi-ba-inu',Ludie,0.25,0.75,0.5990760193362842,0.1610337972166998,59070, United States,US,NA,5.286140501132377
234,235,Chasity,Tromp,"2393 Ernser Expressway Suite 002
West Kellen, SC 33064",71,2,1,0.8686868686868686,'Golden Retriever',Mike,0.16666666666666666,0.0,0.42641401676627166,0.07037773359840954,33064, United States,US,NA,4.409945153180112
236,237,Arnulfo,Bogan,"9407 Marquardt Haven
South Marcelina, CO 06542",25,1,2,0.6464646464646465,'Shi-ba-inu',Lolita,0.4166666666666667,0.16666666666666666,0.5577844860994963,0.3968190854870775,06542, Germany,DE,EU,4.291525474512453
237,238,Nicolas,Littel,"885 Sonny Flats Suite 823
Russelton, MS 22342-2655",84,1,1,0.9191919191919191,'Shi-ba-inu',Dustin,0.08333333333333333,0.08333333333333333,0.6344932384196463,0.07713717693836979,22342, Ukraine,UA,EU,4.612233865365044
